"Amtlicher
Regional-
schlüssel (ARS)","Amtlicher
Gemeinde-schlüssel (AGS)"
84375004118,8437118
84375004118,8437118
84375004124,8437124
84375004124,8437124
84375005,
84375005044,8437044
84375005044,8437044
84375005100,8437100
84375006,
84375006005,8437005
84375006005,8437005
84375006008,8437008
84375006008,8437008
84375006059,8437059
84375006059,8437059
84375006065,8437065
84375006065,8437065
84375006104,8437104
84375006105,8437105
84375006105,8437105
84375007,
84375007102,8437102
84375007102,8437102
84375007107,8437107
84375007107,8437107
9,
91,
9161,
91610000000,9161000
9162,
91620000000,9162000
9163,
91630000000,9163000
9171,
91710111111,9171111
91710112112,9171112
91710113113,9171113
91710117117,9171117
91710118118,9171118
91710125125,9171125
91710127127,9171127
91710131131,9171131
91710132132,9171132
91710133133,9171133
91710137137,9171137
91715101,
91715101114,9171114
91715101124,9171124
91715101124,9171124
91715102,
91715102116,9171116
91715102119,9171119
91715102122,9171122
91715102134,9171134
91715103,
91715103123,9171123
91715103130,9171130
91715103130,9171130
91715104,
91715104115,9171115
91715104126,9171126
91715104129,9171129
91715106,
91715106121,9171121
91715106135,9171135
9172,
91720111111,9172111
91720112112,9172112
91720114114,9172114
91720115115,9172115
91720116116,9172116
91720117117,9172117
91720118118,9172118
91720122122,9172122
91720124124,9172124
91720128128,9172128
91720129129,9172129
91720130130,9172130
91720131131,9172131
91720132132,9172132
91720134134,9172134
9173,
91730111111,9173111
91730112112,9173112
91730118118,9173118
91730120120,9173120
91730123123,9173123
91730124124,9173124
91730126126,9173126
91730130130,9173130
91730131131,9173131
91730134134,9173134
91730135135,9173135
91730137137,9173137
91730145145,9173145
91730147147,9173147
91735107,
91735107113,9173113
91735107115,9173115
91735108,
91735108133,9173133
91735108142,9173142
91735109,
91735109127,9173127
91735109140,9173140
91735109141,9173141
9174,
91740111111,9174111
91740113113,9174113
91740115115,9174115
91740118118,9174118
91740121121,9174121
91740122122,9174122
91740126126,9174126
91740131131,9174131
91740135135,9174135
91740136136,9174136
91740137137,9174137
91740141141,9174141
91740143143,9174143
91740146146,9174146
91740147147,9174147
91740150150,9174150
91740151151,9174151
9175,
91750111111,9175111
91750115115,9175115
91750118118,9175118
91750122122,9175122
91750123123,9175123
91750124124,9175124
91750127127,9175127
91750132132,9175132
91750133133,9175133
91750135135,9175135
91750137137,9175137
91750139139,9175139
91755112,
91755112112,9175112
91755112112,9175112
91755112119,9175119
91755112119,9175119
91755112136,9175136
91755114,
91755114113,9175113
91755114114,9175114
91755114116,9175116
91755114121,9175121
91755114128,9175128
91755114131,9175131
9176,
91760112112,9176112
91760114114,9176114
91760118118,9176118
91760120120,9176120
91760121121,9176121
91760123123,9176123
91760126126,9176126
91760129129,9176129
91760131131,9176131
91760132132,9176132
91760137137,9176137
91760138138,9176138
91760139139,9176139
91760143143,9176143
91760148148,9176148
91760161161,9176161
91760164164,9176164
91760166166,9176166
91760167167,9176167
91765115,
91765115155,9176155
91765115160,9176160
91765115165,9176165
91765116,
91765116116,9176116
91765116116,9176116
91765116124,9176124
91765118,
91765118111,9176111
91765118122,9176122
91765118149,9176149
91765119,
91765119147,9176147
91765119147,9176147
91765119150,9176150
91765119150,9176150
91765119153,9176153
9177,
91770113113,9177113
91770115115,9177115
91770117117,9177117
91770118118,9177118
91770119119,9177119
91770120120,9177120
91770123123,9177123
91770127127,9177127
91770130130,9177130
91770137137,9177137
91770139139,9177139
91775120,
91775120114,9177114
91775120135,9177135
91775121,
91775121142,9177142
91775121144,9177144
91775123,
91775123116,9177116
91775123133,9177133
91775124,
91775124131,9177131
91775124134,9177134
91775125,
91775125121,9177121
91775125122,9177122
91775125124,9177124
91775125138,9177138
91775126,
91775126112,9177112
91775126126,9177126
91775126143,9177143
9178,
91780116116,9178116
91780120120,9178120
91780122122,9178122
91780123123,9178123
91780124124,9178124
91780130130,9178130
91780133133,9178133
91780136136,9178136
91780137137,9178137
91780138138,9178138
91780140140,9178140
91780143143,9178143
91780144144,9178144
91780145145,9178145
91785127,
91785127113,9178113
91785127150,9178150
91785129,
91785129125,9178125
91785129132,9178132
91785129142,9178142
91785129155,9178155
91785130,
91785130115,9178115
91785130129,9178129
91785130156,9178156
91785130157,9178157
9179,
91790113113,9179113
91790117117,9179117
91790118118,9179118
91790119119,9179119
91790121121,9179121
91790123123,9179123
91790126126,9179126
91790134134,9179134
91790138138,9179138
91790142142,9179142
91790145145,9179145
91790149149,9179149
91795131,
91795131111,9179111
91795131114,9179114
91795131128,9179128
91795131130,9179130
91795131132,9179132
91795131136,9179136
91795131137,9179137
91795131140,9179140
91795132,
91795132125,9179125
91795132131,9179131
91795132147,9179147
9180,
91800112112,9180112
91800116116,9180116
91800117117,9180117
91800118118,9180118
91800122122,9180122
91800123123,9180123
91800124124,9180124
91800125125,9180125
91800126126,9180126
91800134134,9180134
91800136136,9180136
91805133,
91805133113,9180113
91805133129,9180129
91805135,
91805135115,9180115
91805135135,9180135
91805136,
91805136114,9180114
91805136114,9180114
91805136119,9180119
91805136119,9180119
91805136127,9180127
91805136131,9180131
91805136131,9180131
91805137,
91805137128,9180128
91805137128,9180128
91805137132,9180132
91805137133,9180133
91805137133,9180133
9181,
91810113113,9181113
91810114114,9181114
91810116116,9181116
91810122122,9181122
91810128128,9181128
91810130130,9181130
91810132132,9181132
91810144144,9181144
91810145145,9181145
91815138,
91815138121,9181121
91815138143,9181143
91815139,
91815139126,9181126
91815139126,9181126
91815139127,9181127
91815139131,9181131
91815139131,9181131
91815140,
91815140134,9181134
91815140134,9181134
91815140138,9181138
91815140138,9181138
91815141,
91815141124,9181124
91815141140,9181140
91815141141,9181141
91815142,
91815142111,9181111
91815142129,9181129
91815142133,9181133
91815142135,9181135
91815142137,9181137
91815142142,9181142
91815143,
91815143115,9181115
91815143123,9181123
91815143139,9181139
91815144,
91815144118,9181118
91815144120,9181120
91815144146,9181146
9182,
91820111111,9182111
91820112112,9182112
91820114114,9182114
91820116116,9182116
91820119119,9182119
91820120120,9182120
91820123123,9182123
91820124124,9182124
91820125125,9182125
91820127127,9182127
91820129129,9182129
91820131131,9182131
91820132132,9182132
91820133133,9182133
91820134134,9182134
91820136136,9182136
91820137137,9182137
9183,
91830112112,9183112
91830113113,9183113
91830114114,9183114
91830119119,9183119
91830127127,9183127
91830128128,9183128
91830135135,9183135
91830144144,9183144
91830148148,9183148
91835145,
91835145120,9183120
91835145138,9183138
91835146,
91835146118,9183118
91835146147,9183147
91835147,
91835147123,9183123
91835147140,9183140
91835148,
91835148122,9183122
91835148124,9183124
91835148145,9183145
91835149,
91835149115,9183115
91835149129,9183129
91835150,
91835150125,9183125
91835150132,9183132
91835150143,9183143
91835150151,9183151
91835151,
91835151134,9183134
91835151136,9183136
91835152,
91835152116,9183116
91835152130,9183130
91835152131,9183131
91835183,
91835183126,9183126
91835183139,9183139
91835183139,9183139
9184,
91840112112,9184112
91840113113,9184113
91840114114,9184114
91840118118,9184118
91840119119,9184119
91840120120,9184120
91840121121,9184121
91840122122,9184122
91840123123,9184123
91840127127,9184127
91840129129,9184129
91840130130,9184130
91840131131,9184131
91840132132,9184132
91840134134,9184134
91840135135,9184135
91840136136,9184136
91840137137,9184137
91840138138,9184138
91840139139,9184139
91840140140,9184140
91840141141,9184141
91840142142,9184142
91840144144,9184144
91840145145,9184145
91840146146,9184146
91840147147,9184147
91840148148,9184148
91840149149,9184149
9185,
91850113113,9185113
91850125125,9185125
91850127127,9185127
91850139139,9185139
91850140140,9185140
91850149149,9185149
91850150150,9185150
91850153153,9185153
91850158158,9185158
91850163163,9185163
91850168168,9185168
91855154,
91855154118,9185118
91855154157,9185157
91855155,
91855155116,9185116
91855155123,9185123
91855155131,9185131
91855155143,9185143
91855155166,9185166
9186,
91860113113,9186113
91860125125,9186125
91860128128,9186128
91860132132,9186132
91860137137,9186137
91860139139,9186139
91860143143,9186143
91860146146,9186146
91860149149,9186149
91860151151,9186151
91860152152,9186152
91860158158,9186158
91860162162,9186162
91865156,
91865156116,9186116
91865156116,9186116
91865156122,9186122
91865156122,9186122
91865157,
91865157126,9186126
91865157130,9186130
91865158,
91865158144,9186144
91865158144,9186144
91865158147,9186147
9187,
91870113113,9187113
91870114114,9187114
91870116116,9187116
91870117117,9187117
91870118118,9187118
91870120120,9187120
91870122122,9187122
91870124124,9187124
91870125125,9187125
91870126126,9187126
91870128128,9187128
91870129129,9187129
91870130130,9187130
91870131131,9187131
91870132132,9187132
91870134134,9187134
91870137137,9187137
91870142142,9187142
91870148148,9187148
91870150150,9187150
91870154154,9187154
91870156156,9187156
91870157157,9187157
91870162162,9187162
91870163163,9187163
91870165165,9187165
91870167167,9187167
91870168168,9187168
91870169169,9187169
91870172172,9187172
91870174174,9187174
91870176176,9187176
91870177177,9187177
91870179179,9187179
91870181181,9187181
91870182182,9187182
91875160,
91875160121,9187121
91875160123,9187123
91875160138,9187138
91875162,
91875162139,9187139
91875162145,9187145
91875162145,9187145
91875162173,9187173
91875162173,9187173
91875165,
91875165164,9187164
91875165170,9187170
91875184,
91875184159,9187159
91875184186,9187186
9188,
91880113113,9188113
91880117117,9188117
91880118118,9188118
91880120120,9188120
91880121121,9188121
91880124124,9188124
91880126126,9188126
91880127127,9188127
91880132132,9188132
91880137137,9188137
91880139139,9188139
91880141141,9188141
91880144144,9188144
91880145145,9188145
9189,
91890111111,9189111
91890114114,9189114
91890115115,9189115
91890118118,9189118
91890119119,9189119
91890120120,9189120
91890124124,9189124
91890127127,9189127
91890130130,9189130
91890134134,9189134
91890135135,9189135
91890139139,9189139
91890140140,9189140
91890141141,9189141
91890142142,9189142
91890143143,9189143
91890145145,9189145
91890148148,9189148
91890149149,9189149
91890152152,9189152
91890154154,9189154
91890155155,9189155
91890157157,9189157
91890159159,9189159
91890160160,9189160
91895166,
91895166113,9189113
91895166161,9189161
91895169,
91895169129,9189129
91895169146,9189146
91895170,
91895170126,9189126
91895170133,9189133
91895170137,9189137
91895173,
91895173150,9189150
91895173162,9189162
91895173165,9189165
9190,
91900115115,9190115
91900130130,9190130
91900138138,9190138
91900139139,9190139
91900140140,9190140
91900141141,9190141
91900142142,9190142
91900144144,9190144
91900148148,9190148
91900157157,9190157
91900158158,9190158
91900159159,9190159
91905174,
91905174111,9190111
91905174129,9190129
91905174133,9190133
91905174149,9190149
91905174151,9190151
91905175,
91905175114,9190114
91905175118,9190118
91905176,
91905176113,9190113
91905176126,9190126
91905176136,9190136
91905176153,9190153
91905177,
91905177120,9190120
91905177121,9190121
91905177131,9190131
91905177135,9190135
91905178,
91905178117,9190117
91905178117,9190117
91905178145,9190145
91905179,
91905179132,9190132
91905179152,9190152
91905180,
91905180143,9190143
91905180154,9190154
91905180160,9190160
91905180160,9190160
92,
9261,
92610000000,9261000
9262,
92620000000,9262000
9263,
92630000000,9263000
9271,
92710111111,9271111
92710113113,9271113
92710116116,9271116
92710119119,9271119
92710122122,9271122
92710125125,9271125
92710127127,9271127
92710128128,9271128
92710132132,9271132
92710138138,9271138
92710140140,9271140
92710141141,9271141
92710146146,9271146
92710151151,9271151
92710153153,9271153
92715202,
92715202123,9271123
92715202126,9271126
92715202130,9271130
92715202148,9271148
92715204,
92715204139,9271139
92715204143,9271143
92715204152,9271152
92715205,
92715205118,9271118
92715205135,9271135
92715206,
92715206114,9271114
92715206149,9271149
9272,
92720118118,9272118
92720120120,9272120
92720121121,9272121
92720122122,9272122
92720127127,9272127
92720129129,9272129
92720134134,9272134
92720136136,9272136
92720140140,9272140
92720141141,9272141
92720142142,9272142
92720143143,9272143
92720146146,9272146
92720149149,9272149
92720151151,9272151
92725211,
92725211116,9272116
92725211128,9272128
92725211145,9272145
92725211147,9272147
92725212,
92725212126,9272126
92725212139,9272139
92725213,
92725213150,9272150
92725213152,9272152
92725214,
92725214119,9272119
92725214138,9272138
9273,
92730111111,9273111
92730116116,9273116
92730137137,9273137
92730147147,9273147
92730152152,9273152
92730159159,9273159
92730164164,9273164
92730165165,9273165
92735215,
92735215121,9273121
92735215133,9273133
92735216,
92735216166,9273166
92735216175,9273175
92735217,
92735217125,9273125
92735217127,9273127
92735217141,9273141
92735218,
92735218119,9273119
92735218139,9273139
92735218172,9273172
92735218177,9273177
92735218181,9273181
92735219,
92735219113,9273113
92735219113,9273113
92735219115,9273115
92735219115,9273115
92735219163,9273163
92735219163,9273163
92735219178,9273178
92735219178,9273178
9274,
92740111111,9274111
92740113113,9274113
92740120120,9274120
92740121121,9274121
92740124124,9274124
92740126126,9274126
92740128128,9274128
92740134134,9274134
92740141141,9274141
92740146146,9274146
92740153153,9274153
92740156156,9274156
92740172172,9274172
92740176176,9274176
92740182182,9274182
92740184184,9274184
92740185185,9274185
92740194194,9274194
92745220,
92745220119,9274119
92745220127,9274127
92745221,
92745221132,9274132
92745221165,9274165
92745221187,9274187
92745222,
92745222174,9274174
92745222188,9274188
92745222191,9274191
92745223,
92745223112,9274112
92745223135,9274135
92745223145,9274145
92745223179,9274179
92745226,
92745226114,9274114
92745226118,9274118
92745227,
92745227154,9274154
92745227183,9274183
92745227193,9274193
9275,
92750111111,9275111
92750114114,9275114
92750116116,9275116
